transect,date,elevation,band,wavelength,reflectance
COPR 2 NS,2/24/2022,Mid 2,279,1769.605591,0.141256
COPR 2 NS,2/24/2022,Mid 2,280,1774.615601,0.141389
COPR 2 NS,2/24/2022,Mid 2,281,1779.62561,0.142585
COPR 2 NS,2/24/2022,Mid 2,282,1784.63562,0.145561
COPR 2 NS,2/24/2022,Mid 2,283,1789.63562,0.14431
COPR 2 NS,2/24/2022,Mid 2,284,1794.64563,0.148143
COPR 2 NS,2/24/2022,Mid 2,285,1799.65564,0.141773
COPR 2 NS,2/24/2022,Mid 2,286,1804.665649,0.145594
COPR 2 NS,2/24/2022,Mid 2,287,1809.675659,0.141298
COPR 2 NS,2/24/2022,Mid 2,288,1814.685669,0.146041
COPR 2 NS,2/24/2022,Mid 2,289,1819.695679,0.166229
COPR 2 NS,2/24/2022,Mid 2,290,1824.705688,0.147468
COPR 2 NS,2/24/2022,Mid 2,291,1829.705688,0.19511
COPR 2 NS,2/24/2022,Mid 2,292,1834.715698,0.471016
COPR 2 NS,2/24/2022,Mid 2,293,1839.725708,0.296945
COPR 2 NS,2/24/2022,Mid 2,294,1844.735596,0.402089
COPR 2 NS,2/24/2022,Mid 2,295,1849.745605,0.743351
COPR 2 NS,2/24/2022,Mid 2,296,1854.755615,0.918077
COPR 2 NS,2/24/2022,Mid 2,297,1859.765625,0.80017
COPR 2 NS,2/24/2022,Mid 2,298,1864.775635,0.459229
COPR 2 NS,2/24/2022,Mid 2,299,1869.775635,0.899217
COPR 2 NS,2/24/2022,Mid 2,300,1874.785645,0.90468
COPR 2 NS,2/24/2022,Mid 2,301,1879.795654,0.273785
COPR 2 NS,2/24/2022,Mid 2,302,1884.805664,0.276598
COPR 2 NS,2/24/2022,Mid 2,303,1889.815674,0.256067
COPR 2 NS,2/24/2022,Mid 2,304,1894.825684,0.240462
COPR 2 NS,2/24/2022,Mid 2,305,1899.835693,0.397939
COPR 2 NS,2/24/2022,Mid 2,306,1904.835693,0.749669
COPR 2 NS,2/24/2022,Mid 2,307,1909.845703,0.351295
COPR 2 NS,2/24/2022,Mid 2,308,1914.855591,0.219769
COPR 2 NS,2/24/2022,Mid 2,309,1919.865601,0.128975
COPR 2 NS,2/24/2022,Mid 2,310,1924.87561,0.118497
COPR 2 NS,2/24/2022,Mid 2,311,1929.88562,0.123506
COPR 2 NS,2/24/2022,Mid 2,312,1934.89563,0.089784
COPR 2 NS,2/24/2022,Mid 2,313,1939.90564,0.090847
COPR 2 NS,2/24/2022,Mid 2,314,1944.90564,0.088531
COPR 2 NS,2/24/2022,Mid 2,315,1949.915649,0.085106
COPR 2 NS,2/24/2022,Mid 2,316,1954.925659,0.087771
COPR 2 NS,2/24/2022,Mid 2,317,1959.935669,0.091462
COPR 2 NS,2/24/2022,Mid 2,318,1964.945679,0.088965
COPR 2 NS,2/24/2022,Mid 2,319,1969.955688,0.088421
COPR 2 NS,2/24/2022,Mid 2,320,1974.965698,0.088417
COPR 2 NS,2/24/2022,Mid 2,321,1979.965698,0.090324
COPR 2 NS,2/24/2022,Mid 2,322,1984.975708,0.091021
COPR 2 NS,2/24/2022,Mid 2,323,1989.985596,0.092622
COPR 2 NS,2/24/2022,Mid 2,324,1994.995605,0.089059
COPR 2 NS,2/24/2022,Mid 2,325,2000.005615,0.083312
COPR 2 NS,2/24/2022,Mid 2,326,2005.015625,0.089339
COPR 2 NS,2/24/2022,Mid 2,327,2010.025635,0.085668
COPR 2 NS,2/24/2022,Mid 2,328,2015.035645,0.089022
COPR 2 NS,2/24/2022,Mid 2,329,2020.035645,0.101522
COPR 2 NS,2/24/2022,Mid 2,330,2025.045654,0.104962
COPR 2 NS,2/24/2022,Mid 2,331,2030.055664,0.104573
COPR 2 NS,2/24/2022,Mid 2,332,2035.065674,0.105003
COPR 2 NS,2/24/2022,Mid 2,333,2040.075684,0.104967
COPR 2 NS,2/24/2022,Mid 2,334,2045.085693,0.103837
COPR 2 NS,2/24/2022,Mid 2,335,2050.095703,0.099708
COPR 2 NS,2/24/2022,Mid 2,336,2055.095703,0.09911
COPR 2 NS,2/24/2022,Mid 2,337,2060.105713,0.099213
COPR 2 NS,2/24/2022,Mid 2,338,2065.115723,0.099139
COPR 2 NS,2/24/2022,Mid 2,339,2070.125732,0.102615
COPR 2 NS,2/24/2022,Mid 2,340,2075.135742,0.105916
COPR 2 NS,2/24/2022,Mid 2,341,2080.145752,0.105594
COPR 2 NS,2/24/2022,Mid 2,342,2085.155762,0.106053
COPR 2 NS,2/24/2022,Mid 2,343,2090.165771,0.105312
COPR 2 NS,2/24/2022,Mid 2,344,2095.165771,0.105981
COPR 2 NS,2/24/2022,Mid 2,345,2100.175537,0.106113
COPR 2 NS,2/24/2022,Mid 2,346,2105.185547,0.103919
COPR 2 NS,2/24/2022,Mid 2,347,2110.195557,0.104298
COPR 2 NS,2/24/2022,Mid 2,348,2115.205566,0.106616
COPR 2 NS,2/24/2022,Mid 2,349,2120.215576,0.106622
COPR 2 NS,2/24/2022,Mid 2,350,2125.225586,0.108495
COPR 2 NS,2/24/2022,Mid 2,351,2130.225586,0.109032
COPR 2 NS,2/24/2022,Mid 2,352,2135.235596,0.108037
COPR 2 NS,2/24/2022,Mid 2,353,2140.245605,0.108154
COPR 2 NS,2/24/2022,Mid 2,354,2145.255615,0.107837
COPR 2 NS,2/24/2022,Mid 2,355,2150.265625,0.107263
COPR 2 NS,2/24/2022,Mid 2,356,2155.275635,0.110134
COPR 2 NS,2/24/2022,Mid 2,357,2160.285645,0.107155
COPR 2 NS,2/24/2022,Mid 2,358,2165.295654,0.109061
COPR 2 NS,2/24/2022,Mid 2,359,2170.295654,0.110231
COPR 2 NS,2/24/2022,Mid 2,360,2175.305664,0.109646
COPR 2 NS,2/24/2022,Mid 2,361,2180.315674,0.110914
COPR 2 NS,2/24/2022,Mid 2,362,2185.325684,0.110739
COPR 2 NS,2/24/2022,Mid 2,363,2190.335693,0.111203
COPR 2 NS,2/24/2022,Mid 2,364,2195.345703,0.111827
COPR 2 NS,2/24/2022,Mid 2,365,2200.355713,0.110789
COPR 2 NS,2/24/2022,Mid 2,366,2205.355713,0.111218
COPR 2 NS,2/24/2022,Mid 2,367,2210.365723,0.113366
COPR 2 NS,2/24/2022,Mid 2,368,2215.375732,0.112438
COPR 2 NS,2/24/2022,Mid 2,369,2220.385742,0.111949
COPR 2 NS,2/24/2022,Mid 2,370,2225.395752,0.110913
COPR 2 NS,2/24/2022,Mid 2,371,2230.405762,0.112871
COPR 2 NS,2/24/2022,Mid 2,372,2235.415771,0.10925
COPR 2 NS,2/24/2022,Mid 2,373,2240.425537,0.108094
COPR 2 NS,2/24/2022,Mid 2,374,2245.425537,0.106582
COPR 2 NS,2/24/2022,Mid 2,375,2250.435547,0.102565
COPR 2 NS,2/24/2022,Mid 2,376,2255.445557,0.102937
COPR 2 NS,2/24/2022,Mid 2,377,2260.455566,0.100076
COPR 2 NS,2/24/2022,Mid 2,378,2265.465576,0.097507
COPR 2 NS,2/24/2022,Mid 2,379,2270.475586,0.098522
COPR 2 NS,2/24/2022,Mid 2,380,2275.485596,0.096724
COPR 2 NS,2/24/2022,Mid 2,381,2280.485596,0.093251
COPR 2 NS,2/24/2022,Mid 2,382,2285.495605,0.093391
COPR 2 NS,2/24/2022,Mid 2,383,2290.505615,0.09375
COPR 2 NS,2/24/2022,Mid 2,384,2295.515625,0.092108
COPR 2 NS,2/24/2022,Mid 2,385,2300.525635,0.090058
COPR 2 NS,2/24/2022,Mid 2,386,2305.535645,0.087855
COPR 2 NS,2/24/2022,Mid 2,387,2310.545654,0.087915
COPR 2 NS,2/24/2022,Mid 2,388,2315.555664,0.085509
COPR 2 NS,2/24/2022,Mid 2,389,2320.555664,0.090846
COPR 2 NS,2/24/2022,Mid 2,390,2325.565674,0.092692
COPR 2 NS,2/24/2022,Mid 2,391,2330.575684,0.090117
COPR 2 NS,2/24/2022,Mid 2,392,2335.585693,0.088486
COPR 2 NS,2/24/2022,Mid 2,393,2340.595703,0.087327
COPR 2 NS,2/24/2022,Mid 2,394,2345.605713,0.085123
COPR 2 NS,2/24/2022,Mid 2,395,2350.615723,0.084265
COPR 2 NS,2/24/2022,Mid 2,396,2355.615723,0.08472
COPR 2 NS,2/24/2022,Mid 2,397,2360.625732,0.087013
COPR 2 NS,2/24/2022,Mid 2,398,2365.635742,0.08534
COPR 2 NS,2/24/2022,Mid 2,399,2370.645752,0.084094
COPR 2 NS,2/24/2022,Mid 2,400,2375.655762,0.084589
COPR 2 NS,2/24/2022,Mid 2,401,2380.665771,0.081828
COPR 2 NS,2/24/2022,Mid 2,402,2385.675537,0.082953
COPR 2 NS,2/24/2022,Mid 2,403,2390.685547,0.083158
COPR 2 NS,2/24/2022,Mid 2,404,2395.685547,0.081014
COPR 2 NS,2/24/2022,Mid 2,405,2400.695557,0.081019
COPR 2 NS,2/24/2022,Mid 2,406,2405.705566,0.082331
COPR 2 NS,2/24/2022,Mid 2,407,2410.715576,0.07878
COPR 2 NS,2/24/2022,Mid 2,408,2415.725586,0.079445
COPR 2 NS,2/24/2022,Mid 2,409,2420.735596,0.079012
COPR 2 NS,2/24/2022,Mid 2,410,2425.745605,0.07576
COPR 2 NS,2/24/2022,Mid 2,411,2430.745605,0.075177
COPR 2 NS,2/24/2022,Mid 2,412,2435.755615,0.07708
COPR 2 NS,2/24/2022,Mid 2,413,2440.765625,0.07066
COPR 2 NS,2/24/2022,Mid 2,414,2445.775635,0.075035
COPR 2 NS,2/24/2022,Mid 2,415,2450.785645,0.078504
COPR 2 NS,2/24/2022,Mid 2,416,2455.795654,0.072869
COPR 2 NS,2/24/2022,Mid 2,417,2460.805664,0.071046
COPR 2 NS,2/24/2022,Mid 2,418,2465.815674,0.067699
COPR 2 NS,2/24/2022,Mid 2,419,2470.815674,0.072217
COPR 2 NS,2/24/2022,Mid 2,420,2475.825684,0.06653
COPR 2 NS,2/24/2022,Mid 2,421,2480.835693,0.064987
COPR 2 NS,2/24/2022,Mid 2,422,2485.845703,0.076465
COPR 2 NS,2/24/2022,Mid 2,423,2490.855713,0.085821
COPR 2 NS,2/24/2022,Mid 2,424,2495.865723,0.092024
COPR 2 NS,2/24/2022,Mid 2,425,2500.875732,0.069245
COPR 2 NS,2/24/2022,Low,1,377.195648,0.025437
COPR 2 NS,2/24/2022,Low,2,382.205658,0.000172
COPR 2 NS,2/24/2022,Low,3,387.215637,0.00583
COPR 2 NS,2/24/2022,Low,4,392.225647,0.015821
COPR 2 NS,2/24/2022,Low,5,397.225647,0.021101
COPR 2 NS,2/24/2022,Low,6,402.235657,0.021044
COPR 2 NS,2/24/2022,Low,7,407.245636,0.026749
COPR 2 NS,2/24/2022,Low,8,412.255646,0.036758
COPR 2 NS,2/24/2022,Low,9,417.265656,0.036896
COPR 2 NS,2/24/2022,Low,10,422.275635,0.040229
COPR 2 NS,2/24/2022,Low,11,427.285645,0.044386
COPR 2 NS,2/24/2022,Low,12,432.295654,0.048464
COPR 2 NS,2/24/2022,Low,13,437.295654,0.050228
COPR 2 NS,2/24/2022,Low,14,442.305664,0.053072
COPR 2 NS,2/24/2022,Low,15,447.315643,0.053652
COPR 2 NS,2/24/2022,Low,16,452.325653,0.054108
COPR 2 NS,2/24/2022,Low,17,457.335663,0.054602
COPR 2 NS,2/24/2022,Low,18,462.345642,0.056219
COPR 2 NS,2/24/2022,Low,19,467.355652,0.054991
COPR 2 NS,2/24/2022,Low,20,472.355652,0.056585
COPR 2 NS,2/24/2022,Low,21,477.365662,0.059914
COPR 2 NS,2/24/2022,Low,22,482.375641,0.062793
COPR 2 NS,2/24/2022,Low,23,487.385651,0.063624
COPR 2 NS,2/24/2022,Low,24,492.39566,0.063361
COPR 2 NS,2/24/2022,Low,25,497.40564,0.065558
COPR 2 NS,2/24/2022,Low,26,502.415649,0.06749
COPR 2 NS,2/24/2022,Low,27,507.425659,0.067985
COPR 2 NS,2/24/2022,Low,28,512.425659,0.069674
COPR 2 NS,2/24/2022,Low,29,517.435669,0.071557
COPR 2 NS,2/24/2022,Low,30,522.445679,0.069927
COPR 2 NS,2/24/2022,Low,31,527.455627,0.072708
COPR 2 NS,2/24/2022,Low,32,532.465637,0.074975
COPR 2 NS,2/24/2022,Low,33,537.475647,0.078335
COPR 2 NS,2/24/2022,Low,34,542.485657,0.079299
COPR 2 NS,2/24/2022,Low,35,547.485657,0.080039
COPR 2 NS,2/24/2022,Low,36,552.495667,0.08168
COPR 2 NS,2/24/2022,Low,37,557.505676,0.083771
COPR 2 NS,2/24/2022,Low,38,562.515625,0.084046
COPR 2 NS,2/24/2022,Low,39,567.525635,0.08498
COPR 2 NS,2/24/2022,Low,40,572.535645,0.087499
COPR 2 NS,2/24/2022,Low,41,577.545654,0.08681
COPR 2 NS,2/24/2022,Low,42,582.555664,0.088557
COPR 2 NS,2/24/2022,Low,43,587.555664,0.091958
COPR 2 NS,2/24/2022,Low,44,592.565674,0.092816
COPR 2 NS,2/24/2022,Low,45,597.575623,0.090612
COPR 2 NS,2/24/2022,Low,46,602.585632,0.091537
COPR 2 NS,2/24/2022,Low,47,607.595642,0.092143
COPR 2 NS,2/24/2022,Low,48,612.605652,0.094571
COPR 2 NS,2/24/2022,Low,49,617.615662,0.095425
COPR 2 NS,2/24/2022,Low,50,622.615662,0.093692
COPR 2 NS,2/24/2022,Low,51,627.625671,0.095806
COPR 2 NS,2/24/2022,Low,52,632.63562,0.095776
COPR 2 NS,2/24/2022,Low,53,637.64563,0.094761
COPR 2 NS,2/24/2022,Low,54,642.65564,0.096655
COPR 2 NS,2/24/2022,Low,55,647.665649,0.098457
COPR 2 NS,2/24/2022,Low,56,652.675659,0.098144
COPR 2 NS,2/24/2022,Low,57,657.685669,0.097888
COPR 2 NS,2/24/2022,Low,58,662.685669,0.101154
COPR 2 NS,2/24/2022,Low,59,667.695679,0.099148
COPR 2 NS,2/24/2022,Low,60,672.705627,0.100545
COPR 2 NS,2/24/2022,Low,61,677.715637,0.099119
COPR 2 NS,2/24/2022,Low,62,682.725647,0.098462
COPR 2 NS,2/24/2022,Low,63,687.735657,0.100949
COPR 2 NS,2/24/2022,Low,64,692.745667,0.102455
COPR 2 NS,2/24/2022,Low,65,697.745667,0.105798
COPR 2 NS,2/24/2022,Low,66,702.755676,0.106909
COPR 2 NS,2/24/2022,Low,67,707.765625,0.110006
COPR 2 NS,2/24/2022,Low,68,712.775635,0.11008
COPR 2 NS,2/24/2022,Low,69,717.785645,0.110681
COPR 2 NS,2/24/2022,Low,70,722.795654,0.113053
COPR 2 NS,2/24/2022,Low,71,727.805664,0.113893
COPR 2 NS,2/24/2022,Low,72,732.815674,0.114051
COPR 2 NS,2/24/2022,Low,73,737.815674,0.114071
COPR 2 NS,2/24/2022,Low,74,742.825623,0.114841
COPR 2 NS,2/24/2022,Low,75,747.835632,0.117146
COPR 2 NS,2/24/2022,Low,76,752.845642,0.117996
COPR 2 NS,2/24/2022,Low,77,757.855652,0.119027
COPR 2 NS,2/24/2022,Low,78,762.865662,0.118958
COPR 2 NS,2/24/2022,Low,79,767.875671,0.122039
COPR 2 NS,2/24/2022,Low,80,772.875671,0.123033
COPR 2 NS,2/24/2022,Low,81,777.88562,0.126031
COPR 2 NS,2/24/2022,Low,82,782.89563,0.12519
COPR 2 NS,2/24/2022,Low,83,787.90564,0.127244
COPR 2 NS,2/24/2022,Low,84,792.915649,0.127514
COPR 2 NS,2/24/2022,Low,85,797.925659,0.128074
COPR 2 NS,2/24/2022,Low,86,802.935669,0.128755
COPR 2 NS,2/24/2022,Low,87,807.945679,0.128899
COPR 2 NS,2/24/2022,Low,88,812.945679,0.129725
COPR 2 NS,2/24/2022,Low,89,817.955627,0.131174
COPR 2 NS,2/24/2022,Low,90,822.965637,0.133823
COPR 2 NS,2/24/2022,Low,91,827.975647,0.133011
COPR 2 NS,2/24/2022,Low,92,832.985657,0.134643
COPR 2 NS,2/24/2022,Low,93,837.995667,0.13616
COPR 2 NS,2/24/2022,Low,94,843.005676,0.137309
COPR 2 NS,2/24/2022,Low,95,848.005676,0.13893
COPR 2 NS,2/24/2022,Low,96,853.015625,0.138159
COPR 2 NS,2/24/2022,Low,97,858.025635,0.138107
COPR 2 NS,2/24/2022,Low,98,863.035645,0.138513
COPR 2 NS,2/24/2022,Low,99,868.045654,0.140807
COPR 2 NS,2/24/2022,Low,100,873.055664,0.14171
COPR 2 NS,2/24/2022,Low,101,878.065674,0.140878
COPR 2 NS,2/24/2022,Low,102,883.075623,0.14148
COPR 2 NS,2/24/2022,Low,103,888.075623,0.142467
COPR 2 NS,2/24/2022,Low,104,893.085632,0.143358
COPR 2 NS,2/24/2022,Low,105,898.095642,0.143004
COPR 2 NS,2/24/2022,Low,106,903.105652,0.145199
COPR 2 NS,2/24/2022,Low,107,908.115662,0.145337
COPR 2 NS,2/24/2022,Low,108,913.125671,0.145631
COPR 2 NS,2/24/2022,Low,109,918.13562,0.146309
COPR 2 NS,2/24/2022,Low,110,923.14563,0.146155
COPR 2 NS,2/24/2022,Low,111,928.14563,0.147402
COPR 2 NS,2/24/2022,Low,112,933.15564,0.152625
COPR 2 NS,2/24/2022,Low,113,938.165649,0.153265
COPR 2 NS,2/24/2022,Low,114,943.175659,0.152701
COPR 2 NS,2/24/2022,Low,115,948.185669,0.153397
COPR 2 NS,2/24/2022,Low,116,953.195679,0.154394
COPR 2 NS,2/24/2022,Low,117,958.205627,0.154712
COPR 2 NS,2/24/2022,Low,118,963.205627,0.155148
COPR 2 NS,2/24/2022,Low,119,968.215637,0.155685
COPR 2 NS,2/24/2022,Low,120,973.225647,0.15613
COPR 2 NS,2/24/2022,Low,121,978.235657,0.156848
COPR 2 NS,2/24/2022,Low,122,983.245667,0.155655
COPR 2 NS,2/24/2022,Low,123,988.255676,0.155574
COPR 2 NS,2/24/2022,Low,124,993.265625,0.158156
COPR 2 NS,2/24/2022,Low,125,998.275635,0.158102
COPR 2 NS,2/24/2022,Low,126,1003.275635,0.157958
COPR 2 NS,2/24/2022,Low,127,1008.285645,0.158028
COPR 2 NS,2/24/2022,Low,128,1013.295654,0.159472
COPR 2 NS,2/24/2022,Low,129,1018.305664,0.16093
COPR 2 NS,2/24/2022,Low,130,1023.315674,0.16044
COPR 2 NS,2/24/2022,Low,131,1028.325684,0.162746
COPR 2 NS,2/24/2022,Low,132,1033.335693,0.16124
COPR 2 NS,2/24/2022,Low,133,1038.335693,0.160929
COPR 2 NS,2/24/2022,Low,134,1043.345703,0.162102
COPR 2 NS,2/24/2022,Low,135,1048.355591,0.162561
COPR 2 NS,2/24/2022,Low,136,1053.365601,0.161849
COPR 2 NS,2/24/2022,Low,137,1058.37561,0.163492
COPR 2 NS,2/24/2022,Low,138,1063.38562,0.163871
COPR 2 NS,2/24/2022,Low,139,1068.39563,0.165272
COPR 2 NS,2/24/2022,Low,140,1073.40564,0.164946
COPR 2 NS,2/24/2022,Low,141,1078.40564,0.165675
COPR 2 NS,2/24/2022,Low,142,1083.415649,0.167754
COPR 2 NS,2/24/2022,Low,143,1088.425659,0.16501
COPR 2 NS,2/24/2022,Low,144,1093.435669,0.16714
COPR 2 NS,2/24/2022,Low,145,1098.445679,0.169348
COPR 2 NS,2/24/2022,Low,146,1103.455688,0.169365
COPR 2 NS,2/24/2022,Low,147,1108.465698,0.170037
COPR 2 NS,2/24/2022,Low,148,1113.465698,0.17195
COPR 2 NS,2/24/2022,Low,149,1118.475708,0.171552
COPR 2 NS,2/24/2022,Low,150,1123.485596,0.171777
COPR 2 NS,2/24/2022,Low,151,1128.495605,0.171375
COPR 2 NS,2/24/2022,Low,152,1133.505615,0.17259
COPR 2 NS,2/24/2022,Low,153,1138.515625,0.172203
COPR 2 NS,2/24/2022,Low,154,1143.525635,0.169521
COPR 2 NS,2/24/2022,Low,155,1148.535645,0.171651
COPR 2 NS,2/24/2022,Low,156,1153.535645,0.173212
COPR 2 NS,2/24/2022,Low,157,1158.545654,0.17166
COPR 2 NS,2/24/2022,Low,158,1163.555664,0.171046
COPR 2 NS,2/24/2022,Low,159,1168.565674,0.17143
COPR 2 NS,2/24/2022,Low,160,1173.575684,0.172771
COPR 2 NS,2/24/2022,Low,161,1178.585693,0.172448
COPR 2 NS,2/24/2022,Low,162,1183.595703,0.172479
COPR 2 NS,2/24/2022,Low,163,1188.595703,0.172284
COPR 2 NS,2/24/2022,Low,164,1193.605591,0.173052
COPR 2 NS,2/24/2022,Low,165,1198.615601,0.17319
COPR 2 NS,2/24/2022,Low,166,1203.62561,0.173987
COPR 2 NS,2/24/2022,Low,167,1208.63562,0.1738
COPR 2 NS,2/24/2022,Low,168,1213.64563,0.174483
COPR 2 NS,2/24/2022,Low,169,1218.65564,0.17643
COPR 2 NS,2/24/2022,Low,170,1223.665649,0.176942
COPR 2 NS,2/24/2022,Low,171,1228.665649,0.179167
COPR 2 NS,2/24/2022,Low,172,1233.675659,0.178879
COPR 2 NS,2/24/2022,Low,173,1238.685669,0.179044
COPR 2 NS,2/24/2022,Low,174,1243.695679,0.180537
COPR 2 NS,2/24/2022,Low,175,1248.705688,0.181727
COPR 2 NS,2/24/2022,Low,176,1253.715698,0.184076
COPR 2 NS,2/24/2022,Low,177,1258.725708,0.182828
COPR 2 NS,2/24/2022,Low,178,1263.725708,0.181059
COPR 2 NS,2/24/2022,Low,179,1268.735596,0.182321
COPR 2 NS,2/24/2022,Low,180,1273.745605,0.184146
COPR 2 NS,2/24/2022,Low,181,1278.755615,0.186424
COPR 2 NS,2/24/2022,Low,182,1283.765625,0.18538
COPR 2 NS,2/24/2022,Low,183,1288.775635,0.188504
COPR 2 NS,2/24/2022,Low,184,1293.785645,0.190348
COPR 2 NS,2/24/2022,Low,185,1298.795654,0.191097
COPR 2 NS,2/24/2022,Low,186,1303.795654,0.194486
COPR 2 NS,2/24/2022,Low,187,1308.805664,0.192183
COPR 2 NS,2/24/2022,Low,188,1313.815674,0.191561
COPR 2 NS,2/24/2022,Low,189,1318.825684,0.191611
COPR 2 NS,2/24/2022,Low,190,1323.835693,0.192642
COPR 2 NS,2/24/2022,Low,191,1328.845703,0.189592
COPR 2 NS,2/24/2022,Low,192,1333.855591,0.19002
COPR 2 NS,2/24/2022,Low,193,1338.855591,0.191585
COPR 2 NS,2/24/2022,Low,194,1343.865601,0.190832
COPR 2 NS,2/24/2022,Low,195,1348.87561,0.192306
COPR 2 NS,2/24/2022,Low,196,1353.88562,0.175979
COPR 2 NS,2/24/2022,Low,197,1358.89563,0.178556
COPR 2 NS,2/24/2022,Low,198,1363.90564,0.288638
COPR 2 NS,2/24/2022,Low,199,1368.915649,0.427242
COPR 2 NS,2/24/2022,Low,200,1373.925659,0.262631
COPR 2 NS,2/24/2022,Low,201,1378.925659,0.220947
COPR 2 NS,2/24/2022,Low,202,1383.935669,0.459759
COPR 2 NS,2/24/2022,Low,203,1388.945679,0.225099
COPR 2 NS,2/24/2022,Low,204,1393.955688,0.227335
COPR 2 NS,2/24/2022,Low,205,1398.965698,0.219785
COPR 2 NS,2/24/2022,Low,206,1403.975708,0.179034
COPR 2 NS,2/24/2022,Low,207,1408.985596,0.170658
COPR 2 NS,2/24/2022,Low,208,1413.985596,0.144907
COPR 2 NS,2/24/2022,Low,209,1418.995605,0.138411
COPR 2 NS,2/24/2022,Low,210,1424.005615,0.129751
COPR 2 NS,2/24/2022,Low,211,1429.015625,0.126918
COPR 2 NS,2/24/2022,Low,212,1434.025635,0.12073
COPR 2 NS,2/24/2022,Low,213,1439.035645,0.119722
COPR 2 NS,2/24/2022,Low,214,1444.045654,0.118418
COPR 2 NS,2/24/2022,Low,215,1449.055664,0.11708
COPR 2 NS,2/24/2022,Low,216,1454.055664,0.122803
COPR 2 NS,2/24/2022,Low,217,1459.065674,0.121596
COPR 2 NS,2/24/2022,Low,218,1464.075684,0.120723
COPR 2 NS,2/24/2022,Low,219,1469.085693,0.119927
COPR 2 NS,2/24/2022,Low,220,1474.095703,0.124476
COPR 2 NS,2/24/2022,Low,221,1479.105591,0.126602
COPR 2 NS,2/24/2022,Low,222,1484.115601,0.1317
COPR 2 NS,2/24/2022,Low,223,1489.115601,0.134662
COPR 2 NS,2/24/2022,Low,224,1494.12561,0.13655
COPR 2 NS,2/24/2022,Low,225,1499.13562,0.137507
COPR 2 NS,2/24/2022,Low,226,1504.14563,0.13865
COPR 2 NS,2/24/2022,Low,227,1509.15564,0.145807
COPR 2 NS,2/24/2022,Low,228,1514.165649,0.148036
COPR 2 NS,2/24/2022,Low,229,1519.175659,0.150498
COPR 2 NS,2/24/2022,Low,230,1524.185669,0.149781
COPR 2 NS,2/24/2022,Low,231,1529.185669,0.150972
COPR 2 NS,2/24/2022,Low,232,1534.195679,0.154907
COPR 2 NS,2/24/2022,Low,233,1539.205688,0.154921
COPR 2 NS,2/24/2022,Low,234,1544.215698,0.161956
COPR 2 NS,2/24/2022,Low,235,1549.225708,0.161116
COPR 2 NS,2/24/2022,Low,236,1554.235596,0.165396
COPR 2 NS,2/24/2022,Low,237,1559.245605,0.162901
COPR 2 NS,2/24/2022,Low,238,1564.245605,0.165513
COPR 2 NS,2/24/2022,Low,239,1569.255615,0.169608
COPR 2 NS,2/24/2022,Low,240,1574.265625,0.164062
COPR 2 NS,2/24/2022,Low,241,1579.275635,0.165119
COPR 2 NS,2/24/2022,Low,242,1584.285645,0.170344
COPR 2 NS,2/24/2022,Low,243,1589.295654,0.171774
COPR 2 NS,2/24/2022,Low,244,1594.305664,0.170811
COPR 2 NS,2/24/2022,Low,245,1599.315674,0.175107
COPR 2 NS,2/24/2022,Low,246,1604.315674,0.176812
COPR 2 NS,2/24/2022,Low,247,1609.325684,0.182503
COPR 2 NS,2/24/2022,Low,248,1614.335693,0.182412
COPR 2 NS,2/24/2022,Low,249,1619.345703,0.176334
COPR 2 NS,2/24/2022,Low,250,1624.355591,0.183415
COPR 2 NS,2/24/2022,Low,251,1629.365601,0.182855
COPR 2 NS,2/24/2022,Low,252,1634.37561,0.182476
COPR 2 NS,2/24/2022,Low,253,1639.37561,0.184648
COPR 2 NS,2/24/2022,Low,254,1644.38562,0.184595
COPR 2 NS,2/24/2022,Low,255,1649.39563,0.183707
COPR 2 NS,2/24/2022,Low,256,1654.40564,0.187607
COPR 2 NS,2/24/2022,Low,257,1659.415649,0.188701
COPR 2 NS,2/24/2022,Low,258,1664.425659,0.186584
COPR 2 NS,2/24/2022,Low,259,1669.435669,0.189095
COPR 2 NS,2/24/2022,Low,260,1674.445679,0.191725
COPR 2 NS,2/24/2022,Low,261,1679.445679,0.19173
COPR 2 NS,2/24/2022,Low,262,1684.455688,0.188902
COPR 2 NS,2/24/2022,Low,263,1689.465698,0.189548
COPR 2 NS,2/24/2022,Low,264,1694.475708,0.188304
COPR 2 NS,2/24/2022,Low,265,1699.485596,0.187755
COPR 2 NS,2/24/2022,Low,266,1704.495605,0.187497
COPR 2 NS,2/24/2022,Low,267,1709.505615,0.18514
COPR 2 NS,2/24/2022,Low,268,1714.505615,0.183806
COPR 2 NS,2/24/2022,Low,269,1719.515625,0.180903
COPR 2 NS,2/24/2022,Low,270,1724.525635,0.17918
COPR 2 NS,2/24/2022,Low,271,1729.535645,0.175607
COPR 2 NS,2/24/2022,Low,272,1734.545654,0.177391
COPR 2 NS,2/24/2022,Low,273,1739.555664,0.176295
COPR 2 NS,2/24/2022,Low,274,1744.565674,0.170715
COPR 2 NS,2/24/2022,Low,275,1749.575684,0.169821
COPR 2 NS,2/24/2022,Low,276,1754.575684,0.170566
COPR 2 NS,2/24/2022,Low,277,1759.585693,0.1718
COPR 2 NS,2/24/2022,Low,278,1764.595703,0.171594
COPR 2 NS,2/24/2022,Low,279,1769.605591,0.172347
